,state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production,Yield
130742,Maharashtra,KOLHAPUR,2006,Kharif     ,Moong(Green Gram),2800,20.68800053,2.107559942,1014.026725,20.99646029,silt,4.068,10.396,0,1400,0.5
130747,Maharashtra,KOLHAPUR,2006,Kharif     ,Soyabean,57900,21.72185928,2.016261829,1013.32452,20.93714251,loamy,0,5.184,0,82900,1.431778929
130749,Maharashtra,KOLHAPUR,2006,Kharif     ,Urad,3000,21.62659603,2.104999067,1013.166958,21.28076043,sandy,22.572,60.192,30.096,1900,0.633333333
130750,Maharashtra,KOLHAPUR,2006,Rabi       ,Gram,8900,20.66154571,2.053140944,1014.066336,21.04125751,chalky,8.876,8.876,0,6700,0.752808989
130754,Maharashtra,KOLHAPUR,2006,Rabi       ,Wheat,9300,21.45198974,2.04302125,1014.878839,21.52539975,loamy,1.775,0,0,19400,2.086021505
130759,Maharashtra,KOLHAPUR,2007,Kharif     ,Arhar/Tur,28,21.95471529,2.0118043,1013.574974,21.77664434,loamy,50.673,0,0,13,0.464285714
130761,Maharashtra,KOLHAPUR,2007,Kharif     ,Cotton(lint),1,21.29977565,2.092340453,1013.494137,21.84349081,chalky,2.535,2.535,2.535,1,1
130765,Maharashtra,KOLHAPUR,2007,Kharif     ,Moong(Green Gram),27,21.03076774,1.972877183,1014.653378,20.93111569,loamy,16.008,42.688,21.344,16,0.592592593
130769,Maharashtra,KOLHAPUR,2007,Kharif     ,Soyabean,573,20.7262204,2.107615802,1013.331023,21.47891641,loamy,4,5,0,1260,2.19895288
130771,Maharashtra,KOLHAPUR,2007,Kharif     ,Urad,29,21.07468947,2.100822474,1015.511504,22.062905,silty,10.58,10.58,0,24,0.827586207
130772,Maharashtra,KOLHAPUR,2007,Rabi       ,Gram,99,21.9315524,1.979828192,1014.07033,21.94435181,silt,0,0,0,93,0.939393939
130776,Maharashtra,KOLHAPUR,2007,Rabi       ,Wheat,105,20.23026278,2.053003425,1015.395827,21.55351679,sandy,8.46,8.46,0,251,2.39047619
130780,Maharashtra,KOLHAPUR,2007,Whole Year ,Sugarcane,1139,20.32932756,2.079705556,1013.738181,20.56605949,silt,10.09,26.234,26.234,97426,85.53643547
130781,Maharashtra,KOLHAPUR,2008,Kharif     ,Arhar/Tur,2400,20.48239059,2.062354655,1015.334515,20.7455483,silty,38.892,103.712,51.856,1100,0.458333333
130783,Maharashtra,KOLHAPUR,2008,Kharif     ,Cotton(lint),100,21.75542274,2.071166707,1013.216341,21.98136868,peaty,0,0,0,200,2
130787,Maharashtra,KOLHAPUR,2008,Kharif     ,Moong(Green Gram),2000,21.76025941,2.052091123,1014.299589,20.03443992,clay,4.531,4.531,0,,
130791,Maharashtra,KOLHAPUR,2008,Kharif     ,Soyabean,58700,20.76882507,2.049884448,1014.225851,20.8074003,silty,56.07,0,0,128300,2.185689949
130792,Maharashtra,KOLHAPUR,2008,Kharif     ,Sugarcane,102500,20.27052447,2.091788033,1014.063067,20.39666158,clay,9,9,0,8461300,82.54926829
130794,Maharashtra,KOLHAPUR,2008,Kharif     ,Urad,2300,21.7005488,1.98056754,1015.175399,21.43130771,sandy,38.25,38.25,38.25,1100,0.47826087
130795,Maharashtra,KOLHAPUR,2008,Rabi       ,Gram,10100,20.38593376,2.087904488,1013.568992,20.75532771,clay,0,23.184,0,7500,0.742574257
130799,Maharashtra,KOLHAPUR,2008,Rabi       ,Wheat,9600,20.41310637,2.049671733,1014.674288,21.83234738,peaty,2.1,5.25,2.1,23800,2.479166667
130800,Maharashtra,KOLHAPUR,2008,Whole Year ,Sugarcane,102500,20.06202798,2.073840516,1013.126619,21.74412181,silty,0,0,0,8461300,82.54926829
130801,Maharashtra,KOLHAPUR,2009,Kharif     ,Arhar/Tur,2700,21.5513754,2.089254608,1013.533638,22.01667119,chalky,3.392,4.24,0,2700,1
130802,Maharashtra,KOLHAPUR,2009,Kharif     ,Cotton(lint),100,21.78667899,2.101350644,1013.832357,20.10568381,silty,2.8,0,0,100,1
130806,Maharashtra,KOLHAPUR,2009,Kharif     ,Moong(Green Gram),3000,21.95744345,2.094732557,1013.04622,21.64082237,peaty,7.704,19.688,0,1800,0.6
130810,Maharashtra,KOLHAPUR,2009,Kharif     ,Soyabean,59100,21.75031438,2.050266043,1013.864314,21.97018308,silt,38.25,38.25,38.25,114500,1.937394247
130811,Maharashtra,KOLHAPUR,2009,Kharif     ,Sugarcane,112700,20.93511341,2.073990213,1015.232166,21.42194194,chalky,0,26.832,0,9810000,87.04525288
130813,Maharashtra,KOLHAPUR,2009,Kharif     ,Urad,2600,21.16527484,2.01250892,1013.238329,21.42352942,silt,41.496,110.656,55.328,1400,0.538461538
130814,Maharashtra,KOLHAPUR,2009,Rabi       ,Gram,9000,20.92822212,2.064701012,1014.99318,20.93156976,clay,7.84,7.84,0,7900,0.877777778
130818,Maharashtra,KOLHAPUR,2009,Rabi       ,Wheat,7900,21.86104544,2.042496332,1014.822939,21.9119082,silt,3.15,0,0,18000,2.278481013
130819,Maharashtra,KOLHAPUR,2010,Kharif     ,Arhar/Tur,2400,20.38102053,2.014976302,1015.184978,21.49027253,chalky,3.45,3.45,0,800,0.333333333
130821,Maharashtra,KOLHAPUR,2010,Kharif     ,Cotton(lint),100,20.02224389,2.031774599,1015.529158,21.75194834,chalky,902.566,0,0,200,2
130825,Maharashtra,KOLHAPUR,2010,Kharif     ,Moong(Green Gram),3000,20.85340966,1.970065387,1013.075985,21.507963,sandy,3.255,3.255,3.255,1900,0.633333333
130829,Maharashtra,KOLHAPUR,2010,Kharif     ,Soyabean,49200,20.76968129,2.091072891,1013.510611,20.70909138,clay,39.72,105.92,52.96,137100,2.786585366
130830,Maharashtra,KOLHAPUR,2010,Kharif     ,Sugarcane,139900,20.95785585,2.017632134,1013.21736,20.58709569,peaty,8.008,8.008,0,12591000,90
130832,Maharashtra,KOLHAPUR,2010,Kharif     ,Urad,2500,20.33361353,2.079741526,1015.297107,20.20844326,sandy,0,0,0,2100,0.84
130833,Maharashtra,KOLHAPUR,2010,Rabi       ,Gram,8500,21.8157,2.088475251,1014.16927,21.44182713,peaty,3.008,3.76,0,7100,0.835294118
130837,Maharashtra,KOLHAPUR,2010,Rabi       ,Wheat,8600,21.08796453,2.005514523,1015.645553,21.03091343,sandy,928.372,0,0,22800,2.651162791
130838,Maharashtra,KOLHAPUR,2011,Kharif     ,Arhar/Tur,2500,20.74739938,2.107458012,1015.601047,20.94265038,silty,6.93,17.71,0,700,0.28
130843,Maharashtra,KOLHAPUR,2011,Kharif     ,Moong(Green Gram),2100,20.66511922,2.090366674,1015.282752,20.52817789,peaty,0,20.08,0,1000,0.476190476
130848,Maharashtra,KOLHAPUR,2011,Kharif     ,Soyabean,48500,20.05843402,1.97715621,1013.149963,21.20027939,clay,0,0,0,123400,2.544329897
130850,Maharashtra,KOLHAPUR,2011,Kharif     ,Urad,2400,21.42093641,2.065075445,1015.696609,21.64606448,silty,2.525,0,0,800,0.333333333
130851,Maharashtra,KOLHAPUR,2011,Rabi       ,Gram,9000,21.88353095,2.059805625,1013.112106,20.09826654,silt,3.91,3.91,0,11400,1.266666667
130856,Maharashtra,KOLHAPUR,2011,Rabi       ,Wheat,8500,21.42277521,2.016900158,1015.902053,20.0816586,loamy,7.66,7.66,0,21100,2.482352941
130861,Maharashtra,KOLHAPUR,2011,Whole Year ,Sugarcane,146100,20.06488433,1.991162917,1015.014875,21.11794599,silt,37.704,100.544,50.272,12847200,87.93429158
130862,Maharashtra,KOLHAPUR,2012,Kharif     ,Arhar/Tur,900,21.00505189,2.090335765,1014.492585,21.5204326,clay,4.62,4.62,0,100,0.111111111
130867,Maharashtra,KOLHAPUR,2012,Kharif     ,Moong(Green Gram),1600,21.88489092,1.973582976,1014.172845,20.34493569,peaty,1.771,1.771,0,300,0.1875
130872,Maharashtra,KOLHAPUR,2012,Kharif     ,Soyabean,49000,21.08314879,2.050928663,1014.7233,21.76695155,chalky,7.46,7.46,0,127500,2.602040816
130874,Maharashtra,KOLHAPUR,2012,Kharif     ,Urad,1400,20.31676852,2.041050723,1013.506005,21.13313724,chalky,38.25,38.25,38.25,300,0.214285714
130875,Maharashtra,KOLHAPUR,2012,Rabi       ,Gram,9800,20.95360658,2.050898845,1014.84942,20.11856251,clay,0,10.368,0,10800,1.102040816
130879,Maharashtra,KOLHAPUR,2012,Rabi       ,Wheat,9100,20.86517084,2.075651384,1015.178238,21.62288245,chalky,1.288,3.22,1.288,20000,2.197802198
130883,Maharashtra,KOLHAPUR,2012,Whole Year ,Sugarcane,142000,20.62266543,2.002121561,1014.204363,20.61377979,chalky,5.98,5.98,0,13739100,96.75422535
130884,Maharashtra,KOLHAPUR,2013,Kharif     ,Arhar/Tur,400,21.60391714,1.997546607,1014.504206,21.995066,sandy,0,0,0,200,0.5
130888,Maharashtra,KOLHAPUR,2013,Kharif     ,Moong(Green Gram),1600,22.07245427,2.016472858,1013.169267,20.46901556,loamy,16.82,16.82,0,2100,1.3125
130893,Maharashtra,KOLHAPUR,2013,Kharif     ,Soyabean,55400,22.02178717,2.038138032,1013.732102,20.23978477,sandy,7.656,20.416,10.208,132530,2.392238267
130894,Maharashtra,KOLHAPUR,2013,Kharif     ,Urad,600,22.07307999,2.028782044,1014.413993,22.00236872,loamy,1.148,1.148,0,300,0.5
130895,Maharashtra,KOLHAPUR,2013,Rabi       ,Gram,11400,20.91794594,2.008985671,1013.396272,20.48850896,silty,0,0,0,13600,1.192982456
130899,Maharashtra,KOLHAPUR,2013,Rabi       ,Wheat,16600,20.82807627,2.026814489,1013.367606,20.19080853,chalky,0,0,0,41700,2.512048193
130904,Maharashtra,KOLHAPUR,2013,Whole Year ,Sugarcane,135200,21.4462096,2.090870306,1014.104142,21.44265365,peaty,0.615,0.615,0.615,13580200,100.4452663
130906,Maharashtra,KOLHAPUR,2014,Kharif     ,Arhar/Tur,1500,21.81707434,2.015958475,1013.553366,21.26464357,sandy,0,3.104,0,400,0.266666667
130911,Maharashtra,KOLHAPUR,2014,Kharif     ,Moong(Green Gram),1100,20.85011675,2.033379372,1015.246847,21.26249145,loamy,1.501,1.501,1.501,500,0.454545455
130916,Maharashtra,KOLHAPUR,2014,Kharif     ,Soyabean,56000,21.00733174,2.056203643,1015.660969,21.7512167,loamy,834.164,0,0,121200,2.164285714
130918,Maharashtra,KOLHAPUR,2014,Rabi       ,Gram,6300,21.55007583,1.996042435,1014.817218,20.36895402,chalky,49.329,0,0,5700,0.904761905
130923,Maharashtra,KOLHAPUR,2014,Rabi       ,Wheat,6800,20.80643007,2.012518421,1013.436946,20.65808466,chalky,2.08,5.408,5.408,15100,2.220588235
130928,Maharashtra,KOLHAPUR,2014,Whole Year ,Sugarcane,146300,21.73203699,2.054102425,1014.745796,22.00598021,sandy,1.6,2,0,15031600,102.7450444
131003,Maharashtra,LATUR,2000,Kharif     ,Arhar/Tur,76400,20.21030702,2.032834727,1013.924678,20.37826978,clay,10.5,27.3,27.3,26500,0.346858639
131006,Maharashtra,LATUR,2000,Kharif     ,Cotton(lint),22200,20.50551511,2.059448371,1014.205766,21.84392796,silt,5.824,14.56,5.824,19700,0.887387387
131010,Maharashtra,LATUR,2000,Kharif     ,Moong(Green Gram),24700,20.69036946,2.003342037,1015.820011,21.36386053,chalky,2.921,2.921,0,4300,0.174089069
131016,Maharashtra,LATUR,2000,Kharif     ,Soyabean,7000,21.27000573,1.988420112,1015.604412,21.62181227,silty,2.16,2.16,2.16,8400,1.2
131018,Maharashtra,LATUR,2000,Kharif     ,Urad,83400,21.8034715,1.983945631,1014.317151,21.3719097,peaty,0,20.08,0,18400,0.220623501
131019,Maharashtra,LATUR,2000,Rabi       ,Gram,32700,20.13856076,1.991397375,1013.458685,20.44272689,silty,3.13,8.138,8.138,16000,0.489296636
131028,Maharashtra,LATUR,2000,Rabi       ,Wheat,25400,21.70177684,1.982401135,1013.437636,21.62627663,chalky,920.828,0,0,26000,1.023622047
131031,Maharashtra,LATUR,2000,Whole Year ,Sugarcane,28900,21.80460154,2.064666874,1015.80058,21.60128524,loamy,7.66,7.66,0,2007200,69.4532872
131032,Maharashtra,LATUR,2001,Kharif     ,Arhar/Tur,72800,20.44470635,2.063088143,1014.334825,20.59001914,silt,0.975,0.975,0.975,48900,0.671703297
131035,Maharashtra,LATUR,2001,Kharif     ,Cotton(lint),17100,21.27246159,2.0646971,1014.923011,22.04960889,clay,3.61,9.386,9.386,14400,0.842105263
131039,Maharashtra,LATUR,2001,Kharif     ,Moong(Green Gram),27200,21.84553978,2.048305724,1013.941972,21.0576824,clay,0,0,0,1900,0.069852941
131045,Maharashtra,LATUR,2001,Kharif     ,Soyabean,14100,21.68749898,2.03920408,1014.513002,21.42510265,silty,6.858,17.526,0,10300,0.730496454
131047,Maharashtra,LATUR,2001,Kharif     ,Urad,93200,21.73430984,2.03525581,1015.990095,21.73849992,clay,7.46,7.46,0,9000,0.096566524
131048,Maharashtra,LATUR,2001,Rabi       ,Gram,36900,21.75189902,2.014647701,1015.11398,20.98404272,loamy,0.045,0.045,0.045,17100,0.463414634
131057,Maharashtra,LATUR,2001,Rabi       ,Wheat,27300,20.29625243,2.082686788,1013.323101,20.93209355,silt,1.325,0,0,24400,0.893772894
131061,Maharashtra,LATUR,2001,Whole Year ,Sugarcane,36100,21.22442346,2.080133166,1015.124423,21.21511452,silty,32.508,83.076,0,2107300,58.37396122
131062,Maharashtra,LATUR,2002,Kharif     ,Arhar/Tur,71000,20.62570157,2.070061473,1014.855406,21.21258616,loamy,7.371,0,0,44100,0.621126761
131064,Maharashtra,LATUR,2002,Kharif     ,Cotton(lint),9800,21.04748445,2.047399067,1015.048188,21.39710354,sandy,5.7,5.7,5.7,5900,0.602040816
131068,Maharashtra,LATUR,2002,Kharif     ,Moong(Green Gram),25000,21.04124832,2.002641621,1014.717602,20.17574528,clay,7.656,20.416,10.208,10600,0.424
131074,Maharashtra,LATUR,2002,Kharif     ,Soyabean,21600,21.24574581,2.107738493,1015.81036,21.15169982,peaty,0,0,0,24900,1.152777778
131076,Maharashtra,LATUR,2002,Kharif     ,Urad,92600,21.88351125,2.063422228,1014.322006,21.31145624,silt,7.182,18.354,0,41600,0.44924406
131077,Maharashtra,LATUR,2002,Rabi       ,Gram,36500,20.24541915,1.998080904,1013.94173,21.98578845,silty,35.742,0,0,17000,0.465753425
131086,Maharashtra,LATUR,2002,Rabi       ,Wheat,24800,21.92346454,2.097363409,1014.905161,20.64474544,silty,1.501,1.501,1.501,25800,1.040322581
131090,Maharashtra,LATUR,2002,Whole Year ,Sugarcane,31300,21.23544781,1.977133051,1015.929878,21.97252271,loamy,0,0,0,1540000,49.20127796
131091,Maharashtra,LATUR,2003,Kharif     ,Arhar/Tur,70800,21.69138326,1.975878339,1014.231525,20.31454046,loamy,834.164,0,0,45200,0.638418079
131093,Maharashtra,LATUR,2003,Kharif     ,Cotton(lint),5600,20.09197209,2.038717413,1014.673715,20.55265329,loamy,49.329,0,0,5000,0.892857143
131097,Maharashtra,LATUR,2003,Kharif     ,Moong(Green Gram),24700,20.62011308,2.001190937,1015.86211,21.8969818,peaty,0,5.184,0,11200,0.453441296
131103,Maharashtra,LATUR,2003,Kharif     ,Soyabean,112200,21.54750695,2.082732276,1014.866263,20.39857529,loamy,1.6,2,0,121300,1.081105169
131105,Maharashtra,LATUR,2003,Kharif     ,Urad,82500,21.20403493,1.978644691,1013.696135,21.74022851,chalky,2.484,2.484,0,39200,0.475151515
131106,Maharashtra,LATUR,2003,Rabi       ,Gram,40200,20.3110805,1.99554017,1013.711287,21.70185573,loamy,0,0,0,16900,0.42039801
131115,Maharashtra,LATUR,2003,Rabi       ,Wheat,26500,21.22217045,2.072623474,1015.173226,20.92900788,sandy,16.008,42.688,21.344,18300,0.690566038
131121,Maharashtra,LATUR,2003,Whole Year ,Sugarcane,19400,21.5250305,2.033493162,1013.600726,20.41197142,clay,10.58,10.58,0,1023900,52.77835052
131123,Maharashtra,LATUR,2004,Kharif     ,Arhar/Tur,70200,21.18576489,1.986696122,1013.183718,21.41622929,loamy,906.844,0,0,57600,0.820512821
131128,Maharashtra,LATUR,2004,Kharif     ,Moong(Green Gram),26300,21.93497594,1.9988791,1013.510458,21.69631523,peaty,38.25,38.25,38.25,3700,0.140684411
131136,Maharashtra,LATUR,2004,Kharif     ,Urad,72200,21.57472927,2.045454682,1013.232292,21.80142055,loamy,2.775,0,0,8400,0.11634349
131137,Maharashtra,LATUR,2004,Rabi       ,Gram,44500,21.62777926,2.016908804,1014.800141,21.55690521,clay,4.531,4.531,0,20100,0.451685393
131145,Maharashtra,LATUR,2004,Rabi       ,Soyabean,152800,21.46129879,2.104727273,1013.277322,20.35437361,loamy,0,23.184,0,88900,0.581806283
131147,Maharashtra,LATUR,2004,Rabi       ,Wheat,27000,20.66306248,2.028147915,1013.842868,21.64312176,peaty,41.7,111.2,55.6,27500,1.018518519
131151,Maharashtra,LATUR,2004,Whole Year ,Cotton(lint),7000,20.80229878,1.973854895,1013.088847,21.39539581,clay,3.392,4.24,0,6700,0.957142857
131152,Maharashtra,LATUR,2004,Whole Year ,Sugarcane,15500,21.74097356,2.046159853,1014.957119,20.91488543,clay,2.8,0,0,834400,53.83225806
131153,Maharashtra,LATUR,2005,Kharif     ,Arhar/Tur,73400,20.45208268,2.055170879,1015.780057,20.54620097,silt,2.898,2.898,0,85200,1.160762943
131156,Maharashtra,LATUR,2005,Kharif     ,Cotton(lint),3400,20.24121082,1.990277964,1013.964935,21.26461205,silty,7.704,19.688,0,3400,1
131158,Maharashtra,LATUR,2005,Kharif     ,Moong(Green Gram),22900,20.3688036,2.003930531,1015.672384,20.57911377,clay,8.22,8.22,0,6900,0.301310044
131162,Maharashtra,LATUR,2005,Kharif     ,Soyabean,173100,20.1852389,2.099585447,1014.254167,20.80442519,chalky,10.24,26.624,26.624,249800,1.443096476
131163,Maharashtra,LATUR,2005,Kharif     ,Sugarcane,18300,20.02658073,2.042177182,1015.677624,20.51947399,silt,41.496,110.656,55.328,1415200,77.33333333
131165,Maharashtra,LATUR,2005,Kharif     ,Urad,53600,20.52849996,2.034351506,1015.526224,21.69962194,loamy,7.504,18.76,7.504,19300,0.360074627
131166,Maharashtra,LATUR,2005,Rabi       ,Gram,54400,20.93547711,2.044402525,1014.432222,21.85677822,loamy,0,0,0,38700,0.711397059
131171,Maharashtra,LATUR,2005,Rabi       ,Wheat,33100,21.72399039,2.07256996,1014.943697,21.18466686,loamy,902.566,0,0,38900,1.175226586
131174,Maharashtra,LATUR,2006,Kharif     ,Arhar/Tur,66300,20.76899236,2.077471484,1013.698047,20.96418422,silt,7.68,7.68,0,31800,0.479638009
131176,Maharashtra,LATUR,2006,Kharif     ,Cotton(lint),2600,20.0744125,2.057122044,1015.765213,21.99474609,clay,38.25,38.25,38.25,2500,0.961538462
131180,Maharashtra,LATUR,2006,Kharif     ,Moong(Green Gram),24100,21.80991944,2.031245175,1013.222592,21.60601199,peaty,8.008,8.008,0,2500,0.10373444
131184,Maharashtra,LATUR,2006,Kharif     ,Soyabean,155400,21.65938496,2.09683997,1014.12306,21.83371695,chalky,2.775,0,0,43300,0.278635779
131186,Maharashtra,LATUR,2006,Kharif     ,Urad,60000,20.40160723,1.984319799,1013.770371,21.11417853,clay,0,0,0,7800,0.13
131187,Maharashtra,LATUR,2006,Rabi       ,Gram,51000,21.55886286,1.993450803,1014.345921,21.92118658,silt,928.372,0,0,32700,0.641176471
131194,Maharashtra,LATUR,2006,Rabi       ,Wheat,35600,20.84732959,2.080641255,1015.290352,21.9595767,clay,3.13,8.138,8.138,37400,1.050561798
131198,Maharashtra,LATUR,2007,Kharif     ,Arhar/Tur,738,21.96872155,2.030523161,1015.138247,20.19405985,sandy,0,0,0,882,1.195121951
131201,Maharashtra,LATUR,2007,Kharif     ,Cotton(lint),18,20.68579922,2.088089511,1015.769577,20.74686383,sandy,3.91,3.91,0,27,1.5
131205,Maharashtra,LATUR,2007,Kharif     ,Moong(Green Gram),266,20.72295216,2.001335614,1013.061619,20.65418872,peaty,40.908,0,0,81,0.304511278
131208,Maharashtra,LATUR,2007,Kharif     ,Soyabean,1830,21.24854969,1.980961716,1013.509677,21.35256977,clay,38.25,38.25,38.25,2135,1.166666667
131210,Maharashtra,LATUR,2007,Kharif     ,Urad,663,20.94402128,1.971897196,1015.345091,21.30233929,peaty,3.61,9.386,9.386,205,0.309200603
131211,Maharashtra,LATUR,2007,Rabi       ,Gram,623,21.66366295,2.081845635,1015.079697,21.67861811,chalky,37.704,100.544,50.272,424,0.680577849
131218,Maharashtra,LATUR,2007,Rabi       ,Wheat,380,20.35738275,2.089058101,1014.75893,20.98148382,sandy,0,0,0,564,1.484210526
131222,Maharashtra,LATUR,2007,Whole Year ,Sugarcane,679,20.89975246,2.048816409,1014.758241,21.67531775,sandy,7.46,7.46,0,42698,62.88365243
131223,Maharashtra,LATUR,2008,Kharif     ,Arhar/Tur,95300,20.05343161,2.094094322,1014.625949,21.59103381,loamy,0.045,0.045,0.045,74800,0.784889822
131226,Maharashtra,LATUR,2008,Kharif     ,Cotton(lint),2700,20.97886946,2.035682462,1015.32742,21.63595303,chalky,5.3,13.78,13.78,4700,1.740740741
131230,Maharashtra,LATUR,2008,Kharif     ,Moong(Green Gram),7700,20.80730822,2.03133915,1015.238153,20.63067355,silty,0,0,0,700,0.090909091
131234,Maharashtra,LATUR,2008,Kharif     ,Soyabean,211100,21.94198621,1.97887365,1014.535913,21.07217168,silt,0,0,0,91000,0.43107532
131235,Maharashtra,LATUR,2008,Kharif     ,Sugarcane,38400,21.21830142,2.052543717,1013.491245,20.17387837,loamy,740.002,0,0,2074600,54.02604167
131237,Maharashtra,LATUR,2008,Kharif     ,Urad,14000,20.65428637,2.089224905,1015.095168,21.82009973,clay,7.371,0,0,1600,0.114285714
131238,Maharashtra,LATUR,2008,Rabi       ,Gram,56500,20.7256337,1.991023607,1014.887183,20.86863735,silty,16.82,16.82,0,39900,0.70619469
131245,Maharashtra,LATUR,2008,Rabi       ,Wheat,28600,20.44130914,1.992310237,1013.346235,20.27838862,chalky,0,0,0,33500,1.171328671
131246,Maharashtra,LATUR,2008,Whole Year ,Sugarcane,38400,21.9380207,2.059070599,1013.683222,20.05890003,clay,0,0,0,2074600,54.02604167
131247,Maharashtra,LATUR,2009,Kharif     ,Arhar/Tur,81700,20.50086838,1.988598994,1015.208886,21.87157538,silty,0.224,0.28,0,113200,1.385556916
131250,Maharashtra,LATUR,2009,Kharif     ,Cotton(lint),3200,21.54691223,2.07150947,1014.988938,20.88981619,chalky,598.552,0,0,6000,1.875
131254,Maharashtra,LATUR,2009,Kharif     ,Moong(Green Gram),10600,21.17688294,2.071903037,1013.674437,21.16666139,peaty,0.615,0.615,0.615,900,0.08490566
131258,Maharashtra,LATUR,2009,Kharif     ,Soyabean,217700,22.04954171,1.989551264,1013.903879,20.96838761,peaty,39.204,104.544,52.272,142600,0.655029858
131259,Maharashtra,LATUR,2009,Kharif     ,Sugarcane,39900,20.73266191,2.106974854,1015.91564,21.35309601,loamy,4.284,4.284,0,3031400,75.97493734
131261,Maharashtra,LATUR,2009,Kharif     ,Urad,23000,20.98663572,2.081704356,1014.726119,21.34282978,loamy,1.501,1.501,1.501,2000,0.086956522
131262,Maharashtra,LATUR,2009,Rabi       ,Gram,63100,20.40020561,2.015626817,1014.886734,20.09390915,loamy,1.728,2.16,0,39600,0.627575277
131269,Maharashtra,LATUR,2009,Rabi       ,Wheat,25800,20.17698809,2.017510179,1015.171456,20.39010525,chalky,6.38,6.38,0,27800,1.07751938
131270,Maharashtra,LATUR,2010,Kharif     ,Arhar/Tur,88600,21.93062655,2.100709772,1015.812125,20.03833635,peaty,0.825,0.825,0.825,103300,1.165914221
131272,Maharashtra,LATUR,2010,Kharif     ,Cotton(lint),3400,21.08704234,2.004694281,1014.929062,20.1855027,loamy,0,5.184,0,8000,2.352941176
131276,Maharashtra,LATUR,2010,Kharif     ,Moong(Green Gram),26300,20.80348014,2.023803241,1013.063797,21.95949793,silt,0,0,0,16700,0.634980989
131280,Maharashtra,LATUR,2010,Kharif     ,Soyabean,194500,20.79902161,2.073899017,1014.617587,21.1031131,loamy,2.484,2.484,0,431800,2.220051414
131281,Maharashtra,LATUR,2010,Kharif     ,Sugarcane,33000,20.22501545,2.057452175,1015.412518,22.02900351,silty,0,0,0,2263800,68.6
131283,Maharashtra,LATUR,2010,Kharif     ,Urad,59800,21.90809798,2.069004614,1013.915127,21.80592616,loamy,6.39,16.33,0,43400,0.725752508
131284,Maharashtra,LATUR,2010,Rabi       ,Gram,79600,21.67647797,1.980142971,1014.910872,21.20897422,chalky,50.673,0,0,65600,0.824120603
131291,Maharashtra,LATUR,2010,Rabi       ,Wheat,33500,20.20883617,2.040289936,1014.898498,21.30571445,peaty,6.44,6.44,0,46000,1.373134328
131292,Maharashtra,LATUR,2011,Kharif     ,Arhar/Tur,106300,20.1474125,2.085733921,1014.758526,21.25377734,silt,3.304,8.26,3.304,86100,0.809971778
131294,Maharashtra,LATUR,2011,Kharif     ,Cotton(lint),4900,21.57458463,2.055767581,1013.306601,21.8599557,clay,4,5,0,13600,2.775510204
131298,Maharashtra,LATUR,2011,Kharif     ,Moong(Green Gram),14800,21.87554866,2.029091759,1014.128922,21.29000828,loamy,906.844,0,0,7900,0.533783784
131303,Maharashtra,LATUR,2011,Kharif     ,Soyabean,265400,20.98146827,2.09326694,1014.499584,22.03944631,chalky,38.25,38.25,38.25,437200,1.647324793
131305,Maharashtra,LATUR,2011,Kharif     ,Urad,14700,21.58398117,2.021253822,1014.519583,20.86941409,clay,10.09,26.234,26.234,9200,0.62585034
131306,Maharashtra,LATUR,2011,Rabi       ,Gram,65400,22.05945498,2.103342994,1013.97832,20.84560247,clay,38.892,103.712,51.856,57200,0.874617737
131314,Maharashtra,LATUR,2011,Rabi       ,Wheat,29100,21.38767072,2.087294165,1015.185467,21.72418585,peaty,916.136,0,0,43300,1.487972509
131318,Maharashtra,LATUR,2011,Whole Year ,Sugarcane,42900,20.96097397,2.044240346,1015.143818,21.86164433,silty,0,0,0,3113200,72.56876457
131319,Maharashtra,LATUR,2012,Kharif     ,Arhar/Tur,106300,20.06423304,2.088189015,1014.845444,21.48138443,peaty,38.25,38.25,38.25,150000,1.411100659
131321,Maharashtra,LATUR,2012,Kharif     ,Cotton(lint),5500,21.1076924,2.040881258,1013.210805,20.63266585,chalky,5.64,14.664,14.664,17800,3.236363636
131325,Maharashtra,LATUR,2012,Kharif     ,Moong(Green Gram),14800,21.96832559,2.07064286,1013.525054,21.09166481,chalky,0,0,0,10700,0.722972973
131330,Maharashtra,LATUR,2012,Kharif     ,Soyabean,265400,21.732529,2.058930849,1015.686422,21.45393801,silty,901.37,0,0,625400,2.356443105
131332,Maharashtra,LATUR,2012,Kharif     ,Urad,14700,20.75524561,1.987677512,1015.096713,21.28400051,loamy,50.568,0,0,11400,0.775510204
131333,Maharashtra,LATUR,2012,Rabi       ,Gram,71600,21.57504357,2.091641486,1014.965145,21.18106017,silty,8.22,8.22,0,65800,0.918994413
131341,Maharashtra,LATUR,2012,Rabi       ,Wheat,31000,22.06467325,2.098976024,1013.296732,20.98932806,sandy,0,0,0,47300,1.525806452
131344,Maharashtra,LATUR,2012,Whole Year ,Sugarcane,46400,20.79445252,1.999484828,1013.874293,20.20014743,peaty,3.45,3.45,0,3051100,65.75646552
131345,Maharashtra,LATUR,2013,Kharif     ,Arhar/Tur,112400,20.31572515,2.028273257,1013.57383,20.47467656,sandy,0,0,0,156200,1.389679715
